genome_id	genome_name	accession	annotation	feature_type	seed_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	go	ec	pathway
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2620			2653126	2654487	+	1362	hcaE	3-phenylpropionate dioxygenase, large (alpha) subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2621			2654484	2655002	+	519	hcaF	3-phenylpropionate dioxygenase, small (beta) subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2622			2655002	2655322	+	321	hcaC	3-phenylpropionate dioxygenase, predicted ferredoxin subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2623			2655319	2656131	+	813	hcaB	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2624			2656141	2657343	+	1203	hcaD	phenylpropionate dioxygenase, ferredoxin reductase subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2625			2657440	2657862	+	423	yphA	putative inner membrane protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2626			2657910	2658782	-	873	yphB	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2627			2658794	2659855	-	1062	yphC	putative oxidoreductase, Zn-dependent and NAD(P)-binding				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2628			2659921	2660919	-	999	yphD	putative sugar transporter subunit: membrane component of ABC superfamily				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2629			2660944	2662455	-	1512	yphE	fused predicted sugar transporter subunits of ABC superfamily: ATP-binding components				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2630			2662478	2663461	-	984	yphF	putative sugar transporter subunit: periplasmic-binding component of ABC superfamily				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2631			2663558	2666839	-	3282	yphG	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2632			2666957	2668150	+	1194	yphH	putative DNA-binding transcriptional regulator				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2633			2668348	2669601	-	1254	glyA	serine hydroxymethyltransferase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2634			2669929	2671119	+	1191	hmp	fused nitric oxide dioxygenase/dihydropteridine reductase 2				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2635			2671164	2671502	-	339	glnB	regulatory protein P-II for glutamine synthetase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2636			2671563	2672897	-	1335	glrR	response regulator regulating glmY sRNA in two-component system with sensor protein GlrK				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2637			2672887	2673600	-	714	yfhG	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2638			2673765	2675192	-	1428	glrK	sensor protein kinase regulating glmY sRNA in two-component system with response regulator GlrR				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2639			2675750	2679637	-	3888	purL	phosphoribosylformyl-glycineamide synthetase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2641			2679895	2681451	+	1557	mltF	membrane-bound lytic transglycosylase F, murein hydrolase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2640			2681448	2681951	-	504	tadA	tRNA-specific adenosine deaminase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2642			2682009	2682644	-	636	pgpC	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2643			2682853	2683701	+	849	yfhH	putative DNA-binding transcriptional regulator				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2644			2683757	2684017	+	261	yfhL	putative 4Fe-4S cluster-containing protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_4603			2684211	2684291	-	81	shoB	toxic membrane protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2645			2684712	2685092	-	381	acpS	holo-[acyl-carrier-protein] synthase 1				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2646			2685092	2685823	-	732	pdxJ	pyridoxine 5'-phosphate synthase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2647			2685835	2686563	-	729	recO	gap repair protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2648			2686575	2687480	-	906	era	membrane-associated, 16S rRNA-binding GTPase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2649			2687477	2688157	-	681	rnc	RNase III				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2650			2688429	2689403	-	975	lepB	leader peptidase (signal peptidase I)				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2651			2689419	2691218	-	1800	lepA	back-translocating elongation factor EF4, GTPase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2652			2691416	2691895	-	480	rseC	RseC protein involved in reduction of the SoxR iron-sulfur cluster				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2653			2691892	2692848	-	957	rseB	anti-sigma E factor, binds RseA				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2654			2692848	2693498	-	651	rseA	anti-sigma factor				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2655			2693531	2694106	-	576	rpoE	RNA polymerase, sigma 24 (sigma E) factor				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2657			2694514	2696136	+	1623	nadB	quinolinate synthase, L-aspartate oxidase (B protein) subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2656			2696121	2696858	-	738	yfiC	tRNA1(Val) (adenine(37)-N6)-methyltransferase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2658			2696990	2698324	+	1335	srmB	ATP-dependent RNA helicase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2659			2698533	2699414	-	882	yfiE	putative DNA-binding transcriptional regulator				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2660			2699517	2700104	+	588	eamB	cysteine and O-acetylserine exporter				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2661			2700160	2700543	-	384	grcA	autonomous glycyl radical cofactor				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2662			2700848	2701537	+	690	ung	uracil-DNA-glycosylase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2663			2701585	2702622	-	1038	yfiF	putative methyltransferase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2664			2702829	2703248	+	420	trxC	thioredoxin 2				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2665			2703317	2704015	+	699	yfiP	conserved protein, DTW domain				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2666			2704047	2706707	+	2661	pka	protein lysine acetyltransferase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2667			2706821	2708176	+	1356	pssA	phosphatidylserine synthase (CDP-diacylglycerol-serine O-phosphatidyltransferase)				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2669			2708222	2708545	+	324	yfiM	required for high salt suppression of motility; probable lipoprotein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2668			2708542	2709840	-	1299	kgtP	alpha-ketoglutarate transporter				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2675			2715694	2718267	-	2574	clpB	protein disaggregation chaperone				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2676			2718397	2719128	-	732	yfiH	conserved protein, UPF0124 family				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2677			2719125	2720105	-	981	rluD	23S rRNA pseudouridine(1911,1915,1917) synthase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2678			2720240	2720977	+	738	bamD	lipoprotein required for OM biogenesis, in BamABCDE complex				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2679			2721248	2721589	+	342	raiA	cold shock protein associated with 30S ribosomal subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_4576			2721693	2721740	+	48	pheL	pheA gene leader peptide				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2680			2721839	2722999	+	1161	pheA	fused chorismate mutase P/prephenate dehydratase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2681			2723042	2724163	-	1122	tyrA	fused chorismate mutase T/prephenate dehydrogenase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2682			2724174	2725244	-	1071	aroF	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tyrosine-repressible				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2683			2725454	2725819	+	366	yfiL	lipoprotein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2684			2725969	2726487	+	519	yfiR	putative periplasmic inhibitor of YfiN activity				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2685			2726477	2727703	+	1227	yfiN	putative membrane-anchored diguanylate cyclase with an N-terminal periplasmic domain				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2686			2727719	2728201	+	483	yfiB	putative positive effector of YfiN activity, OM lipoprotein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2687			2728277	2728624	-	348	rplS	50S ribosomal subunit protein L19				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2688			2728666	2729433	-	768	trmD	tRNA m(1)G37 methyltransferase, SAM-dependent				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2689			2729464	2730012	-	549	rimM	16S rRNA processing protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2690			2730031	2730279	-	249	rpsP	30S ribosomal subunit protein S16				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2691			2730528	2731889	-	1362	ffh	Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2692			2732056	2732847	+	792	ypjD	putative inner membrane protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2693			2732868	2734154	+	1287	yfjD	inner membrane protein, UPF0053 family				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2694			2734209	2734802	-	594	grpE	heat shock protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2696			2734925	2735803	+	879	nadK	NAD kinase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2697			2735889	2737550	+	1662	recN	recombination and repair protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2698			2737699	2738040	+	342	bamE	lipoprotein component of BamABCDE OM biogenesis complex				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2699			2738102	2738392	-	291	ratB	conserved protein, UPF0125 family				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2700			2738382	2738858	-	477	ratA	toxic UPF0083 family protein inhibitor of 70S ribosome formation				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2701			2738990	2739472	+	483	smpB	trans-translation protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2702			2740253	2741494	+	1242	intA	CP4-57 prophage; integrase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2703			2741738	2742694	-	957	yfjH	CP4-57 prophage; putative protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_4532			2742738	2742950	+	213	alpA	CP4-57 prophage; DNA-binding transcriptional activator				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2704			2743079	2744488	+	1410	yfjI	CP4-57 prophage; putative protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_4574			2744641	2745267	+	627	yfjJ	CP4-57 prophage; putative protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2705			2745445	2747634	-	2190	yfjK	CP4-57 prophage; conserved protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2706			2747631	2749247	-	1617	yfjL	CP4-57 prophage; putative protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2707			2749607	2749870	-	264	yfjM	CP4-57 prophage; putative protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2708			2750012	2751085	+	1074	rnlA	CP4-57 prophage; RNase LS				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2709			2751078	2751449	+	372	rnlB	CP4-57 prophage; putative protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2710			2751804	2752667	+	864	yfjP	CP4-57 prophage; predicted GTP-binding protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2711			2752759	2753580	+	822	yfjQ	CP4-57 prophage; putative protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2712			2753797	2754498	+	702	yfjR	CP4-57 prophage; predicted DNA-binding transcriptional regulator				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2713			2754539	2754775	+	237	ypjK	CP4-57 prophage; predicted inner membrane protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2714			2754775	2755218	+	444	yfjS	CP4-57 prophage; putative protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2715			2755242	2755709	+	468	yfjT	CP4-57 prophage; putative protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2719			2757412	2759115	+	1704	yfjW	CP4-57 prophage; predicted inner membrane protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2721			2760013	2760471	+	459	yfjX	CP4-57 prophage; predicted antirestriction protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2722			2760480	2760962	+	483	yfjY	CP4-57 prophage; predicted DNA repair protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_4561			2760971	2761171	+	201	ypjJ	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2723			2761209	2761526	+	318	yfjZ	CP4-57 prophage; antitoxin of the YpjF-YfjZ toxin-antitoxin system				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2724			2761547	2761876	+	330	ypjF	CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2725			2762240	2766820	-	4581	ypjA	adhesin-like autotransporter				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2732			2773079	2774056	+	978	csiD	carbon starvation protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2733			2774076	2775344	+	1269	lhgO	L-2-hydroxyglutarate oxidase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2734			2775367	2776815	+	1449	gabD	succinate-semialdehyde dehydrogenase I, NADP-dependent				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2735			2776829	2778109	+	1281	gabT	4-aminobutyrate aminotransferase, PLP-dependent				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2736			2778347	2779747	+	1401	gabP	gamma-aminobutyrate transporter				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2738			2779768	2780430	+	663	csiR	DNA-binding transcriptional repressor of csiD				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2737			2780431	2780880	-	450	ygaU	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2739			2780964	2781122	-	159	yqaE	cyaR sRNA-regulated protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2740			2781305	2781604	+	300	ygaV	tributyltin-inducible repressor of ygaVP				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2741			2781614	2782138	+	525	ygaP	putative inner membrane protein with hydrolase activity				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2742			2782185	2782589	-	405	stpA	DNA binding protein, nucleoid-associated				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2743			2783258	2783707	+	450	alaE	alanine exporter, alanine-inducible, stress-responsive				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2744			2783744	2784088	-	345	ygaC	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2745			2784240	2784569	+	330	ygaM	ribosome-binding protein, probably membrane-anchored, function unknown				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2746			2784817	2785062	+	246	nrdH	hydrogen donor for NrdEF electron transport system; glutaredoxin-like protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2747			2785059	2785469	+	411	nrdI	flavodoxin required for NrdEF cluster assembly				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2748			2785442	2787586	+	2145	nrdE	ribonucleoside-diphosphate reductase 2, alpha subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2749			2787596	2788555	+	960	nrdF	ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2750			2788909	2790111	+	1203	proV	glycine betaine transporter subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2751			2790104	2791168	+	1065	proW	glycine betaine transporter subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2752			2791226	2792218	+	993	proX	glycine betaine transporter subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2756			2793711	2794448	+	738	ygaZ	putative L-valine exporter, norvaline resistance				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2757			2794438	2794773	+	336	ygaH	putative L-valine exporter, norvaline resistance				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2758			2794864	2795394	+	531	mprA	DNA-binding transcriptional repressor of microcin B17 synthesis and multidrug efflux				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2760			2795521	2796693	+	1173	emrA	multidrug efflux system				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2761			2796710	2798248	+	1539	emrB	multidrug efflux system protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2762			2798312	2798826	-	515	luxS					
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2764			2798976	2800532	-	1557	gshA	glutamate-cysteine ligase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2765			2800605	2801033	-	429	yqaA	inner membrane protein, COG1238 family				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2766			2801030	2801596	-	567	yqaB	fructose-1-P and 6-phosphogluconate phosphatase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2772			2803054	2803239	-	186	csrA	pleiotropic regulatory protein for carbon source metabolism				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2774			2803474	2806104	-	2631	alaS	alanyl-tRNA synthetase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2776			2806232	2806732	-	501	recX	regulatory protein for RecA				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2777			2806801	2807862	-	1062	recA	DNA strand exchange and recombination protein with protease and nuclease activity				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2778			2807942	2808439	-	498	pncC	NMN amidohydrolase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2779			2808584	2809669	-	1086	mltB	membrane-bound lytic murein transglycosylase B				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2780			2809925	2810488	+	564	srlA	glucitol/sorbitol-specific enzyme IIC component of PTS				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2781			2810485	2811444	+	960	srlE	glucitol/sorbitol-specific enzyme IIB component of PTS				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2782			2811455	2811826	+	372	srlB	glucitol/sorbitol-specific enzyme IIA component of PTS				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2783			2811830	2812609	+	780	srlD	sorbitol-6-phosphate dehydrogenase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2784			2812714	2813073	+	360	gutM	DNA-binding transcriptional activator of glucitol operon				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2785			2813140	2813913	+	774	srlR	DNA-bindng transcriptional repressor				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2787			2813906	2814871	+	966	gutQ	D-arabinose 5-phosphate isomerase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2786			2814868	2816382	-	1515	norR	anaerobic nitric oxide reductase DNA-binding transcriptional activator				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2788			2816569	2818008	+	1440	norV	anaerobic nitric oxide reductase flavorubredoxin				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2789			2818005	2819138	+	1134	norW	NADH:flavorubredoxin oxidoreductase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2790			2819266	2821518	-	2253	hypF	carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2791			2821671	2822198	-	528	hydN	formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2793			2822347	2823357	-	1011	ascG	DNA-binding transcriptional repressor				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2794			2823617	2825074	+	1458	ascF	fused cellobiose/arbutin/salicin-specific PTS enzymes: IIB component/IC component				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2795			2825083	2826507	+	1425	ascB	cryptic 6-phospho-beta-glucosidase				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2796			2826666	2827136	-	471	hycI	protease involved in processing C-terminal end of HycE				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2797			2827129	2827539	-	411	hycH	protein required for maturation of hydrogenase 3				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2798			2827536	2828303	-	768	hycG	hydrogenase 3 and formate hydrogenase complex, HycG subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2799			2828303	2828845	-	543	hycF	formate hydrogenlyase complex iron-sulfur protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2800			2828855	2830564	-	1710	hycE	hydrogenase 3, large subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2801			2830582	2831505	-	924	hycD	hydrogenase 3, membrane subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2802			2831508	2833334	-	1827	hycC					
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2803			2833331	2833942	-	612	hycB	hydrogenase 3, Fe-S subunit				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2804			2834067	2834528	-	462	hycA	regulator of the transcriptional regulator FhlA				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2805			2834740	2835090	+	351	hypA	protein involved in nickel insertion into hydrogenases 3				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2806			2835094	2835966	+	873	hypB	GTP hydrolase involved in nickel liganding into hydrogenases				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2807			2835957	2836229	+	273	hypC	protein required for maturation of hydrogenases 1 and 3				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2808			2836229	2837350	+	1122	hypD	protein required for maturation of hydrogenases				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2809			2837347	2838357	+	1011	hypE	carbamoyl dehydratase, hydrogenases 1,2,3 maturation protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2810			2838431	2840509	+	2079	fhlA	DNA-binding transcriptional activator				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2811			2840546	2840899	-	354	ygbA	hypothetical protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2813			2841186	2843747	+	2562	mutS	methyl-directed mismatch repair protein				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2814			2843853	2844509	+	657	pphB	serine/threonine-specific protein phosphatase 2				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2815			2844560	2845327	-	768	ygbI	putative transcriptional regulator, DeoR family				
83333.84	Escherichia coli K-12 ER3413	CP009789	RefSeq	CDS		ER3413_2816			2845523	2846431	+	909	ygbJ	putative dehydrogenase, with NAD(P)-binding Rossmann-fold domain				
